ID_DigitalCustomer,ID_WebVisit,Dt_WebVisit,Traffic_Source,Traffic_Medium,Device_Type,NumPageViews,Bounce_Flag,Viewed_Product,Added_To_Cart,Started_Checkout,Purchase_Completed,Revenue,NumTransactions
1039970163193613722,1486320723,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
7397049318782620825,1486289079,5/2/2017,organico,indicacao,desktop,2,0,0,0,0,0,0,0
5369833907883401367,1486293481,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
3645763990030518342,1486332972,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
112052690638319107,1486326004,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
3324109873683505148,1486321423,5/2/2017,direta,nenhum,tablet,2,0,0,0,0,0,0,0
6170547179559550808,1486318058,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
2668272794128336835,1486358810,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
4735366321352865514,1486337519,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
523558159222087941,1486285525,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
7301606543712010980,1486284158,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
2788504626944684763,1486322540,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
4741774188656745864,1486299893,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
9601185550130864195,1486306080,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
6106717838900273249,1486301525,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
744726923403978830,1486354468,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
3022681917599341084,1486347028,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
3356229226034465831,1486364542,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
9497046312863708069,1486350199,5/2/2017,afiliados / parceiros,afiliado,desktop,2,0,0,0,0,0,0,0
5804057581934867337,1486317934,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
5997304026030053486,1486367022,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
1593657790459430424,1486361022,5/2/2017,organico,indicacao,desktop,2,0,0,0,0,0,0,0
6160710339417331625,1486358976,5/2/2017,afiliados / parceiros,afiliado,desktop,2,0,0,0,0,0,0,0
8056838039887737500,1486363233,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
6222124763923323681,1486296014,5/2/2017,youTube,indicacao,mobile,2,0,0,0,0,0,0,0
8898789090712786199,1486364072,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
428399849850305008,1486361766,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
4478968531013711719,1486308365,5/2/2017,outros sites,indicacao,desktop,2,0,0,0,0,0,0,0
5986028061786681630,1486297947,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
687306143310681829,1486302428,5/2/2017,outros sites,indicacao,desktop,2,0,0,0,0,0,0,0
5023540028394663133,1486325898,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
6282086257859177302,1486324732,5/2/2017,outros sites,cpm / display,mobile,2,0,0,0,0,0,0,0
1586274939902588781,1486329169,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
6699053084594164414,1486323556,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
6527389192493870238,1486352166,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
1507991302325212826,1486358880,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
15010682995079454,1486325448,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
1410447596397024746,1486312238,5/2/2017,afiliados / parceiros,afiliado,desktop,2,0,0,0,0,0,0,0
8349932419476826527,1486319536,5/2/2017,afiliados / parceiros,afiliado,desktop,2,0,0,0,0,0,0,0
5625827888259897115,1486356025,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
8073375482376379842,1486321808,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
7656272084659598710,1486318529,5/2/2017,direta,nenhum,tablet,2,0,0,0,0,0,0,0
9720900818326991452,1486341151,5/2/2017,direta,nenhum,tablet,2,0,0,0,0,0,0,0
866074241600321293,1486326094,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
877055266840211920,1486314986,5/2/2017,outros sites,indicacao,desktop,2,0,0,0,0,0,0,0
1919355235565963042,1486339277,5/2/2017,youTube,indicacao,tablet,2,0,0,0,0,0,0,0
9950086842239834633,1486357671,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
1346049025961169840,1486346913,5/2/2017,organico,indicacao,desktop,2,0,0,0,0,0,0,0
4562882826918227766,1486328435,5/2/2017,organico,indicacao,desktop,2,0,0,0,0,0,0,0
9462289055357216508,1486357260,5/2/2017,organico,indicacao,desktop,2,0,0,0,0,0,0,0
3030902394072616014,1486293778,5/2/2017,organico,indicacao,desktop,2,0,0,0,0,0,0,0
8697384249493141470,1486310239,5/2/2017,direta,nenhum,tablet,2,0,0,0,0,0,0,0
8868775714624460851,1486302904,5/2/2017,organico,organico,mobile,2,0,0,0,0,0,0,0
9663169233319854581,1486311343,5/2/2017,direta,nenhum,tablet,2,0,0,0,0,0,0,0
6261177140321518326,1486351280,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
5859509341410673275,1486322145,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
9826923491162339316,1486355294,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
8078029339620866832,1486326934,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
5371161256090852426,1486301826,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
5313696900973829251,1486289952,5/2/2017,direta,nenhum,tablet,2,0,0,0,0,0,0,0
95410026096032367,1486335162,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
595839865647976721,1486310697,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
8711026573481798205,1486357464,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
446394292834880868,1486327836,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
6865509215893866462,1486303283,5/2/2017,organico,indicacao,tablet,2,0,0,0,0,0,0,0
1345394754316874649,1486347910,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
3269610933663122826,1486285171,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
3242691479655806911,1486334825,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
8603133334714740619,1486301588,5/2/2017,organico,indicacao,desktop,2,0,0,0,0,0,0,0
9414432916640280101,1486316178,5/2/2017,organico,indicacao,desktop,2,0,0,0,0,0,0,0
6744852027946569144,1486367981,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
5125733480815351815,1486312568,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
7439067003300244230,1486317594,5/2/2017,organico,indicacao,desktop,2,0,0,0,0,0,0,0
8082785151135539267,1486362651,5/2/2017,organico,indicacao,desktop,2,0,0,0,0,0,0,0
6397305639637466052,1486295419,5/2/2017,organico,indicacao,desktop,2,0,0,0,0,0,0,0
5247570090550568628,1486364769,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
7008108986322441568,1486331913,5/2/2017,youTube,indicacao,mobile,2,0,0,0,0,0,0,0
922306022273937929,1486325934,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
2539136398060782579,1486287082,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
2818566806535183615,1486308813,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
5921240893721349793,1486289816,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
4400379800741351496,1486307966,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
9202569801382384895,1486339431,5/2/2017,youTube,indicacao,tablet,2,0,0,0,0,0,0,0
3872675487977294185,1486286456,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
2355140084555870402,1486303992,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
2751142833562298523,1486293370,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
2146980911401541225,1486323304,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
8944835128151370653,1486307056,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
7676771419774385449,1486296048,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
59750011782133315,1486311337,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
2005943167978537951,1486288112,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
3272229288078718639,1486292839,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
1640087114097085016,1486343915,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
9289682218854762418,1486334906,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
1254894828689778548,1486281860,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
5999753716090759437,1486282838,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
1499215631006808476,1486323395,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
575409820170749674,1486307521,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
8100022356893499721,1486296826,5/2/2017,youTube,indicacao,tablet,2,0,0,0,0,0,0,0
2661443545239269804,1486344251,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
2937569254665025558,1486360861,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
5388053785051036908,1486325309,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
6849947266420523953,1486323989,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
4055331869334823658,1486338466,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
856701649514336414,1486327405,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
4993492532070251065,1486317844,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
3356229226034465831,1486352336,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
5449030410920858348,1486284974,5/2/2017,direta,nenhum,tablet,2,0,0,0,0,0,0,0
9064013065011280027,1486335675,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
710103429284916143,1486350189,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
776636931669264472,1486351370,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
2677087555142930207,1486343329,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
9632702382921461129,1486285427,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
6746188214587564573,1486349563,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
6919864753459984540,1486367114,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
3972381251849183344,1486321510,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
974175366298803814,1486331677,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
6479637111644541731,1486304967,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
5092754349201820277,1486325467,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
9609104828919391966,1486326850,5/2/2017,outros sites,cpm / display,mobile,2,0,0,0,0,0,0,0
9507597259396355323,1486294059,5/2/2017,organico,indicacao,desktop,2,0,0,0,0,0,0,0
5916676426327765755,1486301032,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
6550161886225197009,1486317552,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
1432723296528597730,1486284130,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
4398983889459571925,1486310040,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
1919355235565963042,1486315876,5/2/2017,youTube,indicacao,tablet,2,0,0,0,0,0,0,0
9693876866853608062,1486340200,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
5943054988870765662,1486330097,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
1827369521864235421,1486365652,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
943521897142525526,1486321713,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
1647564245121950981,1486330928,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
8361627715492021703,1486316351,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
7447271261462824327,1486294767,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
7439067003300244230,1486317739,5/2/2017,afiliados / parceiros,afiliado,desktop,2,0,0,0,0,0,0,0
1162952293415483403,1486323467,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
6117497862749015629,1486311403,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
231029763947617688,1486288649,5/2/2017,organico,indicacao,desktop,2,0,0,0,0,0,0,0
6284555638588724262,1486328597,5/2/2017,direta,nenhum,tablet,2,0,0,0,0,0,0,0
638766685734006557,1486308111,5/2/2017,direta,nenhum,tablet,2,0,0,0,0,0,0,0
8155147251251900035,1486342482,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
5585336394702362078,1486318628,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
8958462070340300088,1486308797,5/2/2017,youTube,indicacao,mobile,2,0,0,0,0,0,0,0
178010523599016470,1486357682,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
3099291964355690878,1486308281,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
2769149559893272013,1486309808,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
6386531617351028312,1486289391,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
9386142611732773210,1486312627,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
7493664687754032062,1486328045,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
2175562043077764875,1486359496,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
7384920434399761975,1486291278,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
1324218078430303603,1486347905,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
552971150573186745,1486335552,5/2/2017,youTube,indicacao,mobile,2,0,0,0,0,0,0,0
4607650422136746079,1486350054,5/2/2017,direta,nenhum,tablet,2,0,0,0,0,0,0,0
1179741352199416228,1486326575,5/2/2017,direta,nenhum,tablet,2,0,0,0,0,0,0,0
1476911272823183895,1486347315,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
272137467348256159,1486326876,5/2/2017,direta,nenhum,tablet,2,0,0,0,0,0,0,0
7380078660512675858,1486319945,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
1655800135667770944,1486306385,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
6395776643863712652,1486294222,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
8396328965471290226,1486327554,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
696082210556154595,1486308758,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
2325033856888484292,1486292123,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
1922246502504812465,1486317872,5/2/2017,direta,nenhum,desktop,2,0,0,0,0,0,0,0
1940567848789905225,1486318720,5/2/2017,direta,nenhum,mobile,2,0,0,0,0,0,0,0
9064889040177973519,1486324681,5/2/2017,youTube,indicacao,tablet,2,0,0,0,0,0,0,0
3187910729619935121,1486358674,5/2/2017,youTube,indicacao,mobile,2,0,0,0,0,0,0,0
6984439101419032138,1486323196,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
3144206038736369514,1486298075,5/2/2017,youTube,indicacao,desktop,1,0,0,0,0,0,0,0
9050937075814852401,1486359372,5/2/2017,youTube,indicacao,desktop,2,0,0,0,0,0,0,0
1595664646183761521,1486314914,5/2/2017,direta,nenhum,mobile,1,1,0,0,0,0,0,0
7260360413671874470,1486345065,5/2/2017,direta,nenhum,mobile,1,1,0,0,0,0,0,0
6569964390858147530,1486302050,5/2/2017,direta,nenhum,desktop,1,1,0,0,0,0,0,0
3661380517198240322,1486319170,5/2/2017,youTube,indicacao,desktop,1,1,0,0,0,0,0,0
3182096893428894824,1486362200,5/2/2017,youTube,indicacao,desktop,1,1,0,0,0,0,0,0
3110594099079333326,1486334924,5/2/2017,youTube,indicacao,desktop,1,1,0,0,0,0,0,0
2739590835344337425,1486305553,5/2/2017,direta,nenhum,mobile,1,1,0,0,0,0,0,0
4588562644236125631,1486343899,5/2/2017,youTube,indicacao,desktop,1,1,0,0,0,0,0,0
6889445653947906318,1486338529,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
1700909249566259214,1486347773,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
4222581971591833582,1486327840,5/2/2017,direta,nenhum,tablet,3,0,0,0,0,0,0,0
457852732982206797,1486286814,5/2/2017,organico,indicacao,mobile,3,0,0,0,0,0,0,0
486140334892614795,1486340421,5/2/2017,organico,indicacao,desktop,3,0,0,0,0,0,0,0
5355137977028126472,1486284654,5/2/2017,direta,nenhum,desktop,2,0,1,0,0,0,0,0
4548805522223265993,1486300211,5/2/2017,direta,nenhum,desktop,2,0,1,0,0,0,0,0
7466373199760637321,1486320679,5/2/2017,direta,nenhum,tablet,2,0,1,0,0,0,0,0
101151312360239024,1486353201,5/2/2017,direta,nenhum,desktop,2,0,1,0,0,0,0,0
7694174078206382408,1486325616,5/2/2017,direta,nenhum,desktop,2,0,1,0,0,0,0,0
9633603601471072183,1486295550,5/2/2017,direta,nenhum,desktop,2,0,0,1,0,0,0,0
849283358038401093,1486320596,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
9931727854751797487,1486316188,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
502794278940973945,1486295245,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
7295399724010028510,1486329164,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
217894197401244727,1486286086,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
8797593159636227499,1486363846,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
8733997254672266,1486294463,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
2681560631365468476,1486286463,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
5530303091078904156,1486352921,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
9108617751343801211,1486310223,5/2/2017,youTube,indicacao,desktop,3,0,0,0,0,0,0,0
9320044920549303898,1486298291,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
642404814944043752,1486322114,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
3584711196795378362,1486351458,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
1307754338317950572,1486341238,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
3526312538694782624,1486363077,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
1678977563023983927,1486291494,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
7313372609539832657,1486357240,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
6657065323844520941,1486319469,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
8162502767620378235,1486355436,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
115232947044979490,1486306912,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
3921234867915299651,1486337126,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
4136748129359863457,1486301821,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
5376962341212975670,1486364115,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
9812706940843703146,1486339801,5/2/2017,youTube,indicacao,mobile,3,0,0,0,0,0,0,0
814745546336896858,1486356152,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
856654702190113211,1486299300,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
6723021373430247880,1486314970,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
6097732360270129077,1486347655,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
9624954424448964846,1486323599,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
2454134271366306594,1486339020,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
9452851550273609291,1486321303,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
6929715941217454854,1486367914,5/2/2017,redes sociais,indicacao,desktop,3,0,0,0,0,0,0,0
3053269453140764476,1486326469,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
8779252446980869396,1486343381,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
1695501005179406843,1486350908,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
9749217138918680332,1486342631,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
1064851083360026653,1486321070,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
8868832164797440509,1486321462,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
9866169083235085383,1486346879,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
9364412314819714241,1486363169,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
766982542936763229,1486363185,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
6889746647082265164,1486314313,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
8827494814594646888,1486304515,5/2/2017,youTube,indicacao,desktop,3,0,0,0,0,0,0,0
322291036146362234,1486300424,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
8303015965048659561,1486367280,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
2179949002422753459,1486327944,5/2/2017,direta,nenhum,tablet,3,0,0,0,0,0,0,0
1634858280900043695,1486292049,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
9057951824442092370,1486286978,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
8024070678686281431,1486285944,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
64210730931104213,1486352138,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
5154173364436535270,1486299458,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
9450803632159807432,1486338890,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
4900395682698732583,1486289114,5/2/2017,organico,indicacao,desktop,3,0,0,0,0,0,0,0
8725633079309644082,1486326413,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
4953496316323410421,1486301767,5/2/2017,organico,indicacao,mobile,3,0,0,0,0,0,0,0
2327562618098844251,1486324080,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
5110238153732697494,1486334578,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
7088250772734897761,1486312963,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
1653852285125617149,1486318841,5/2/2017,afiliados / parceiros,afiliado,desktop,3,0,0,0,0,0,0,0
1339382045866388581,1486282013,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
877055266840211920,1486314768,5/2/2017,redes sociais,indicacao,desktop,3,0,0,0,0,0,0,0
4272922521688701971,1486317905,5/2/2017,youTube,indicacao,desktop,3,0,0,0,0,0,0,0
9439577776756153039,1486350538,5/2/2017,direta,nenhum,tablet,3,0,0,0,0,0,0,0
9703180720125169480,1486355816,5/2/2017,organico,indicacao,desktop,3,0,0,0,0,0,0,0
474925503285550736,1486320403,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
3051317903782554990,1486318433,5/2/2017,outros sites,indicacao,desktop,3,0,0,0,0,0,0,0
3472662733151963741,1486337093,5/2/2017,youTube,indicacao,desktop,3,0,0,0,0,0,0,0
2992039414545213565,1486365096,5/2/2017,youTube,indicacao,desktop,3,0,0,0,0,0,0,0
1772650130047973560,1486344433,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
7808490128249796631,1486337373,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
153192474233279094,1486332581,5/2/2017,organico,indicacao,desktop,3,0,0,0,0,0,0,0
9230826172930081329,1486333861,5/2/2017,direta,nenhum,tablet,3,0,0,0,0,0,0,0
6200237462999554514,1486282927,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
405826218373524226,1486333029,5/2/2017,direta,nenhum,mobile,3,0,0,0,0,0,0,0
8551803340158834708,1486329233,5/2/2017,afiliados / parceiros,afiliado,desktop,3,0,0,0,0,0,0,0
3764915968416929967,1486365359,5/2/2017,direta,nenhum,desktop,3,0,0,0,0,0,0,0
