ID_Cliente_Digital,ID_Sesion_Web,Fecha_Sesion,Origen_Trafico,Medio_Trafico,Tipo_Dispositivo,Num_Paginas_Vistas,Indicador_Rebote,Productos_Vistos,Agregados_Carrito,Inicios_Checkout,Compras_Completadas,Ingresos,Num_Transacciones
8.722481160192375e+18,1486335426,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
8.065456013019509e+18,1486325006,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
9.850494126331324e+18,1486352386,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
6.714227377914967e+17,1486304280,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
6.680599443918428e+18,1486332014,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
8.284072865851255e+18,1486344890,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
1.0399701631936136e+18,1486320723,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
7.397049318782621e+18,1486289079,5/2/2017,Orgánico,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
5.369833907883401e+18,1486293481,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
3.6457639900305183e+18,1486332972,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
1.120526906383191e+17,1486326004,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
3.3241098736835046e+18,1486321423,5/2/2017,Directo,Ninguno,Tableta,2,Sin rebote,0,0,0,0,0.0,0
6.170547179559551e+18,1486318058,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
2.668272794128337e+18,1486358810,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
4.735366321352866e+18,1486337519,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
5.23558159222088e+17,1486285525,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
7.301606543712011e+18,1486284158,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
2.788504626944685e+18,1486322540,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
4.741774188656745e+18,1486299893,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
9.601185550130864e+18,1486306080,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
6.106717838900273e+18,1486301525,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
7.447269234039789e+17,1486354468,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
3.0226819175993405e+18,1486347028,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
3.356229226034466e+18,1486364542,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
9.49704631286371e+18,1486350199,5/2/2017,Afiliados & Socios,Afiliado,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
5.804057581934867e+18,1486317934,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
5.997304026030052e+18,1486367022,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
1.5936577904594304e+18,1486361022,5/2/2017,Orgánico,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
6.160710339417332e+18,1486358976,5/2/2017,Afiliados & Socios,Afiliado,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
8.056838039887738e+18,1486363233,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
6.222124763923324e+18,1486296014,5/2/2017,YouTube,Recomendación,Móvil,2,Sin rebote,0,0,0,0,0.0,0
8.898789090712786e+18,1486364072,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
4.2839984985030496e+17,1486361766,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
4.478968531013712e+18,1486308365,5/2/2017,Otros sitios,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
5.986028061786681e+18,1486297947,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
6.873061433106817e+17,1486302428,5/2/2017,Otros sitios,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
5.023540028394663e+18,1486325898,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
6.282086257859176e+18,1486324732,5/2/2017,Otros sitios,CPM & Display,Móvil,2,Sin rebote,0,0,0,0,0.0,0
1.586274939902589e+18,1486329169,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
6.699053084594165e+18,1486323556,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
6.52738919249387e+18,1486352166,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
1.5079913023252127e+18,1486358880,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
1.5010682995079454e+16,1486325448,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
1.4104475963970248e+18,1486312238,5/2/2017,Afiliados & Socios,Afiliado,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
8.349932419476826e+18,1486319536,5/2/2017,Afiliados & Socios,Afiliado,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
5.625827888259896e+18,1486356025,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
8.07337548237638e+18,1486321808,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
7.656272084659598e+18,1486318529,5/2/2017,Directo,Ninguno,Tableta,2,Sin rebote,0,0,0,0,0.0,0
9.720900818326993e+18,1486341151,5/2/2017,Directo,Ninguno,Tableta,2,Sin rebote,0,0,0,0,0.0,0
8.660742416003214e+17,1486326094,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
8.770552668402118e+17,1486314986,5/2/2017,Otros sitios,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
1.9193552355659633e+18,1486339277,5/2/2017,YouTube,Recomendación,Tableta,2,Sin rebote,0,0,0,0,0.0,0
9.950086842239834e+18,1486357671,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
1.34604902596117e+18,1486346913,5/2/2017,Orgánico,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
4.562882826918228e+18,1486328435,5/2/2017,Orgánico,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
9.462289055357217e+18,1486357260,5/2/2017,Orgánico,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
3.030902394072616e+18,1486293778,5/2/2017,Orgánico,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
8.69738424949314e+18,1486310239,5/2/2017,Directo,Ninguno,Tableta,2,Sin rebote,0,0,0,0,0.0,0
8.868775714624461e+18,1486302904,5/2/2017,Orgánico,Orgánico,Móvil,2,Sin rebote,0,0,0,0,0.0,0
9.663169233319854e+18,1486311343,5/2/2017,Directo,Ninguno,Tableta,2,Sin rebote,0,0,0,0,0.0,0
6.261177140321519e+18,1486351280,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
5.859509341410673e+18,1486322145,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
9.82692349116234e+18,1486355294,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
8.078029339620867e+18,1486326934,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
5.371161256090852e+18,1486301826,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
5.313696900973829e+18,1486289952,5/2/2017,Directo,Ninguno,Tableta,2,Sin rebote,0,0,0,0,0.0,0
9.541002609603235e+16,1486335162,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
5.958398656479767e+17,1486310697,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
8.711026573481799e+18,1486357464,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
4.463942928348809e+17,1486327836,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
6.865509215893865e+18,1486303283,5/2/2017,Orgánico,Recomendación,Tableta,2,Sin rebote,0,0,0,0,0.0,0
1.3453947543168745e+18,1486347910,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
3.269610933663123e+18,1486285171,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
3.242691479655807e+18,1486334825,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
8.603133334714739e+18,1486301588,5/2/2017,Orgánico,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
9.41443291664028e+18,1486316178,5/2/2017,Orgánico,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
6.744852027946569e+18,1486367981,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
5.125733480815352e+18,1486312568,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
7.439067003300243e+18,1486317594,5/2/2017,Orgánico,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
8.082785151135539e+18,1486362651,5/2/2017,Orgánico,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
6.397305639637465e+18,1486295419,5/2/2017,Orgánico,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
5.247570090550569e+18,1486364769,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
7.008108986322441e+18,1486331913,5/2/2017,YouTube,Recomendación,Móvil,2,Sin rebote,0,0,0,0,0.0,0
9.223060222739379e+17,1486325934,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
2.5391363980607826e+18,1486287082,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
2.818566806535184e+18,1486308813,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
5.921240893721349e+18,1486289816,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
4.400379800741352e+18,1486307966,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
9.202569801382384e+18,1486339431,5/2/2017,YouTube,Recomendación,Tableta,2,Sin rebote,0,0,0,0,0.0,0
3.8726754879772943e+18,1486286456,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
2.35514008455587e+18,1486303992,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
2.7511428335622984e+18,1486293370,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
2.1469809114015409e+18,1486323304,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
8.94483512815137e+18,1486307056,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
7.676771419774385e+18,1486296048,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
5.975001178213332e+16,1486311337,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
2.0059431679785375e+18,1486288112,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
3.2722292880787185e+18,1486292839,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
1.640087114097085e+18,1486343915,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
9.289682218854762e+18,1486334906,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
1.2548948286897784e+18,1486281860,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
5.99975371609076e+18,1486282838,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
1.4992156310068083e+18,1486323395,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
5.754098201707497e+17,1486307521,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
8.100022356893499e+18,1486296826,5/2/2017,YouTube,Recomendación,Tableta,2,Sin rebote,0,0,0,0,0.0,0
2.6614435452392694e+18,1486344251,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
2.937569254665025e+18,1486360861,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
5.388053785051037e+18,1486325309,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
6.849947266420524e+18,1486323989,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
4.055331869334824e+18,1486338466,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
8.567016495143363e+17,1486327405,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
4.993492532070252e+18,1486317844,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
3.356229226034466e+18,1486352336,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
5.449030410920858e+18,1486284974,5/2/2017,Directo,Ninguno,Tableta,2,Sin rebote,0,0,0,0,0.0,0
9.06401306501128e+18,1486335675,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
7.101034292849162e+17,1486350189,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
7.766369316692644e+17,1486351370,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
2.6770875551429304e+18,1486343329,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
9.63270238292146e+18,1486285427,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
6.746188214587565e+18,1486349563,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
6.919864753459984e+18,1486367114,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
3.972381251849183e+18,1486321510,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
9.741753662988038e+17,1486331677,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
6.479637111644542e+18,1486304967,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
5.09275434920182e+18,1486325467,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
9.609104828919394e+18,1486326850,5/2/2017,Otros sitios,CPM & Display,Móvil,2,Sin rebote,0,0,0,0,0.0,0
9.507597259396356e+18,1486294059,5/2/2017,Orgánico,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
5.916676426327766e+18,1486301032,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
6.550161886225197e+18,1486317552,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
1.4327232965285975e+18,1486284130,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
4.398983889459572e+18,1486310040,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
1.9193552355659633e+18,1486315876,5/2/2017,YouTube,Recomendación,Tableta,2,Sin rebote,0,0,0,0,0.0,0
9.693876866853607e+18,1486340200,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
5.943054988870766e+18,1486330097,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
1.8273695218642355e+18,1486365652,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
9.435218971425256e+17,1486321713,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
1.6475642451219507e+18,1486330928,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
8.361627715492021e+18,1486316351,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
7.447271261462824e+18,1486294767,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
7.439067003300243e+18,1486317739,5/2/2017,Afiliados & Socios,Afiliado,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
1.1629522934154834e+18,1486323467,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
6.117497862749016e+18,1486311403,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
2.3102976394761766e+17,1486288649,5/2/2017,Orgánico,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
6.284555638588724e+18,1486328597,5/2/2017,Directo,Ninguno,Tableta,2,Sin rebote,0,0,0,0,0.0,0
6.387666857340065e+17,1486308111,5/2/2017,Directo,Ninguno,Tableta,2,Sin rebote,0,0,0,0,0.0,0
8.1551472512519e+18,1486342482,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
5.585336394702362e+18,1486318628,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
8.958462070340301e+18,1486308797,5/2/2017,YouTube,Recomendación,Móvil,2,Sin rebote,0,0,0,0,0.0,0
1.7801052359901648e+17,1486357682,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
3.099291964355691e+18,1486308281,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
2.769149559893272e+18,1486309808,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
6.386531617351028e+18,1486289391,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
9.38614261173277e+18,1486312627,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
7.493664687754032e+18,1486328045,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
2.1755620430777649e+18,1486359496,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
7.384920434399763e+18,1486291278,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
1.3242180784303035e+18,1486347905,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
5.529711505731867e+17,1486335552,5/2/2017,YouTube,Recomendación,Móvil,2,Sin rebote,0,0,0,0,0.0,0
4.6076504221367455e+18,1486350054,5/2/2017,Directo,Ninguno,Tableta,2,Sin rebote,0,0,0,0,0.0,0
1.1797413521994163e+18,1486326575,5/2/2017,Directo,Ninguno,Tableta,2,Sin rebote,0,0,0,0,0.0,0
1.476911272823184e+18,1486347315,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
2.7213746734825613e+17,1486326876,5/2/2017,Directo,Ninguno,Tableta,2,Sin rebote,0,0,0,0,0.0,0
7.380078660512675e+18,1486319945,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
1.655800135667771e+18,1486306385,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
6.395776643863713e+18,1486294222,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
8.396328965471289e+18,1486327554,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
6.960822105561546e+17,1486308758,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
2.325033856888484e+18,1486292123,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
1.9222465025048123e+18,1486317872,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
1.940567848789905e+18,1486318720,5/2/2017,Directo,Ninguno,Móvil,2,Sin rebote,0,0,0,0,0.0,0
9.064889040177971e+18,1486324681,5/2/2017,YouTube,Recomendación,Tableta,2,Sin rebote,0,0,0,0,0.0,0
3.187910729619935e+18,1486358674,5/2/2017,YouTube,Recomendación,Móvil,2,Sin rebote,0,0,0,0,0.0,0
6.984439101419032e+18,1486323196,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
3.144206038736369e+18,1486298075,5/2/2017,YouTube,Recomendación,Escritorio,1,Sin rebote,0,0,0,0,0.0,0
9.050937075814852e+18,1486359372,5/2/2017,YouTube,Recomendación,Escritorio,2,Sin rebote,0,0,0,0,0.0,0
1.5956646461837617e+18,1486314914,5/2/2017,Directo,Ninguno,Móvil,1,Con rebote,0,0,0,0,0.0,0
7.260360413671874e+18,1486345065,5/2/2017,Directo,Ninguno,Móvil,1,Con rebote,0,0,0,0,0.0,0
6.569964390858148e+18,1486302050,5/2/2017,Directo,Ninguno,Escritorio,1,Con rebote,0,0,0,0,0.0,0
3.66138051719824e+18,1486319170,5/2/2017,YouTube,Recomendación,Escritorio,1,Con rebote,0,0,0,0,0.0,0
3.1820968934288947e+18,1486362200,5/2/2017,YouTube,Recomendación,Escritorio,1,Con rebote,0,0,0,0,0.0,0
3.1105940990793334e+18,1486334924,5/2/2017,YouTube,Recomendación,Escritorio,1,Con rebote,0,0,0,0,0.0,0
2.7395908353443374e+18,1486305553,5/2/2017,Directo,Ninguno,Móvil,1,Con rebote,0,0,0,0,0.0,0
4.5885626442361257e+18,1486343899,5/2/2017,YouTube,Recomendación,Escritorio,1,Con rebote,0,0,0,0,0.0,0
6.889445653947906e+18,1486338529,5/2/2017,Directo,Ninguno,Móvil,3,Sin rebote,0,0,0,0,0.0,0
1.7009092495662592e+18,1486347773,5/2/2017,Directo,Ninguno,Móvil,3,Sin rebote,0,0,0,0,0.0,0
4.2225819715918336e+18,1486327840,5/2/2017,Directo,Ninguno,Tableta,3,Sin rebote,0,0,0,0,0.0,0
4.578527329822068e+17,1486286814,5/2/2017,Orgánico,Recomendación,Móvil,3,Sin rebote,0,0,0,0,0.0,0
4.861403348926148e+17,1486340421,5/2/2017,Orgánico,Recomendación,Escritorio,3,Sin rebote,0,0,0,0,0.0,0
5.355137977028127e+18,1486284654,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,1,0,0,0,0.0,0
4.548805522223266e+18,1486300211,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,1,0,0,0,0.0,0
7.466373199760637e+18,1486320679,5/2/2017,Directo,Ninguno,Tableta,2,Sin rebote,1,0,0,0,0.0,0
1.0115131236023902e+17,1486353201,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,1,0,0,0,0.0,0
7.694174078206382e+18,1486325616,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,1,0,0,0,0.0,0
9.633603601471072e+18,1486295550,5/2/2017,Directo,Ninguno,Escritorio,2,Sin rebote,0,1,0,0,0.0,0
8.492833580384012e+17,1486320596,5/2/2017,Directo,Ninguno,Escritorio,3,Sin rebote,0,0,0,0,0.0,0
9.931727854751795e+18,1486316188,5/2/2017,Directo,Ninguno,Escritorio,3,Sin rebote,0,0,0,0,0.0,0
5.0279427894097395e+17,1486295245,5/2/2017,Directo,Ninguno,Móvil,3,Sin rebote,0,0,0,0,0.0,0
7.295399724010029e+18,1486329164,5/2/2017,Directo,Ninguno,Móvil,3,Sin rebote,0,0,0,0,0.0,0
2.1789419740124474e+17,1486286086,5/2/2017,Directo,Ninguno,Móvil,3,Sin rebote,0,0,0,0,0.0,0
8.797593159636227e+18,1486363846,5/2/2017,Directo,Ninguno,Móvil,3,Sin rebote,0,0,0,0,0.0,0
8733997254672266.0,1486294463,5/2/2017,Directo,Ninguno,Móvil,3,Sin rebote,0,0,0,0,0.0,0
2.681560631365468e+18,1486286463,5/2/2017,Directo,Ninguno,Móvil,3,Sin rebote,0,0,0,0,0.0,0
5.530303091078904e+18,1486352921,5/2/2017,Directo,Ninguno,Escritorio,3,Sin rebote,0,0,0,0,0.0,0
9.1086177513438e+18,1486310223,5/2/2017,YouTube,Recomendación,Escritorio,3,Sin rebote,0,0,0,0,0.0,0
